feature,genre,n_valid_windows,first_window,last_window,first_value,last_value,last_minus_first,mean_value,median_value
duration_ms,post-punk,43,1973,2015,200085.4814814815,236335.76409185803,36250.28261037654,245570.8974351234,241330.36270491802
duration_ms,power metal,34,1981,2015,286475.0,281518.5072886297,-4956.492711370287,294691.0759825607,293853.243006993
duration_ms,progressive metal,32,1984,2015,278607.71428571426,319227.2879818594,40619.57369614515,354935.299662253,347437.046730038
duration_ms,progressive rock,53,1963,2015,231843.12,305039.4811320755,73196.36113207549,303946.83910592785,304419.1677852349
duration_ms,psychedelic rock,48,1963,2015,212055.35576923078,269287.3012048193,57231.94543558851,288987.7056355124,287131.24333333335
duration_ms,punk,47,1969,2015,246480.96296296295,193753.7879799666,-52727.17498299634,186714.0112538911,183991.0680272109
duration_ms,rap,32,1984,2015,233262.69565217392,194640.94070695553,-38621.75494521839,234909.41458023817,238342.49102997046
duration_ms,reggae,42,1969,2015,222619.5,216612.14925373133,-6007.350746268668,239078.51243995765,240418.70064205458
duration_ms,rock,61,1955,2015,138252.77272727274,231769.11764705883,93516.34491978609,221388.21468279636,230997.5309090909
duration_ms,samba,42,1963,2015,142267.5,219300.62264150943,77033.12264150943,204588.51288934934,211084.66376988986
duration_ms,shoegaze,35,1981,2015,199160.48,256199.25572519083,57038.77572519082,251973.27956261896,257859.61336032388
duration_ms,singer-songwriter,56,1960,2015,220086.25,234116.61290322582,14030.362903225818,238196.16334688352,237675.1522156676
duration_ms,soft rock,49,1967,2015,197901.42857142858,235268.84375,37367.41517857142,247922.60445565655,249083.71875
duration_ms,soul,61,1955,2015,188492.45,223082.0327102804,34589.582710280374,237921.8899116391,242201.60130718953
duration_ms,soundtrack,44,1965,2015,161628.90476190476,193769.07708333334,32140.172321428574,217295.3166132597,210326.50251749443
duration_ms,synthpop,41,1975,2015,281360.6,235358.08870116156,-46002.51129883842,263557.69982267055,265944.6
duration_ms,thrash metal,37,1979,2015,275720.0,281123.1603773585,5403.160377358494,278895.18156006956,276678.7099236641
